1,1,training1,,3333142314231423142,
1,1,training2,13,13,
1,1,training2,24,24,
1,1,training2,14,14,
1,1,training2,23,23,
1,1,training2,21,21,
1,1,training2,43,43,
1,1,training2,311,311,
1,1,training2,223,223,
1,1,training2,441,441,
1,1,training2,334,334,
1,1,training2,1414,1414,
1,1,training2,3223,3223,
1,1,training2,1342,132,
1,1,training2,1342,1342,
1,1,training2,3241,3241,
1,1,training2,1144,1144,
1,1,training2,13,13,
1,1,training2,24,24,
1,1,training2,14,14,
1,1,training2,23,23,
1,1,training2,21,21,
1,1,training2,43,43,
1,1,training2,311,311,
1,1,training2,223,223,
1,1,training2,441,441,
1,1,training2,334,334,
1,1,training2,1414,1414,
1,1,training2,3223,3223,
1,1,training2,1342,1342,
1,1,training2,3241,3241,
1,1,training2,1144,1144,
1,1,block1,233211443412,223414,None
1,1,block1,313224441132,3,None
1,1,block1,143423412321,1434123123,66
1,1,block1,142214133243,14122341233,58
1,1,block1,211423233144,21134421,41
1,1,block1,421234411233,42123423312,58
1,1,block1,412123243134,41213412341,58
1,1,block1,432334124112,43231132113,58
1,1,block1,224143433121,224342334,50
1,1,block1,411433422213,414322143,58
1,1,block1,231124324134,2312341321,58
1,1,block1,234214313421,23421324,58
1,1,block1,233211443412,23321433213,66
1,1,block1,432241313241,432214332,58
1,1,block1,121313224434,412123341,33
1,1,block1,313224441132,313214431,58
1,1,block1,421314234132,421322143,58
1,1,block1,343112243412,343121432,66
1,1,block1,432432341211,432432132,58
1,1,block1,224431432113,224431432,75
1,1,block1,114323344122,11432341123,75
1,1,block1,224231434113,411324134,33
1,1,block1,141342123432,14131243,66
1,1,block1,431142242331,43112143321,66
1,1,block1,144133222413,1441332143,75
1,1,block1,233442421131,2331443321,50
1,1,block1,144133224123,14413312413,83
1,1,block1,323242314411,32324112431,66
1,1,block1,112314432234,11234112341,58
1,1,block1,121243341243,12124312214323,57
1,1,block1,341432321214,34312431324,50
1,1,block1,341322141423,34134122314,50
1,1,block2,144133222413,144133231444222,53
1,1,block2,144133224123,144133214234,75
1,1,block2,323242314411,3232421322124,53
1,1,block2,114323344122,12432312413,58
1,1,block2,224431432113,22443212431,58
1,1,block2,411433422213,43342212431,50
1,1,block2,412123243134,41212343132,83
1,1,block2,343112243412,3412342111243,38
1,1,block2,141342123432,14132143123,58
1,1,block2,112314432234,112314213132,58
1,1,block2,421234411233,421234231123,75
1,1,block2,432334124112,4323114323,50
1,1,block2,211423233144,2314234312,58
1,1,block2,421314234132,421233123,50
1,1,block2,231124324134,2311321324,66
1,1,block2,143423412321,123423143243,58
1,1,block2,313224441132,34132434,41
1,1,block2,341432321214,341432322314,83
1,1,block2,431142242331,431143124334,66
1,1,block2,142214133243,142214134123,75
1,1,block2,234214313421,234234131241,66
1,1,block2,233442421131,2334244231342,61
1,1,block2,432432341211,43243234112,83
1,1,block2,121243341243,121243312432,83
1,1,block2,224143433121,22413211432,41
1,1,block2,121313224434,121213223213,58
1,1,block2,341322141423,314323141132,50
1,1,block2,233211443412,23314421324,50
1,1,block2,224231434113,224321413,58
1,1,block2,432241313241,43213213132,58
