2,37,training1,,3214,
2,37,training2,31,32,
2,37,training2,31,1,
2,37,training2,31,1,
2,37,training2,,,
2,37,block1,241334211423,43214321432143214,35
2,37,block1,223423414131,3214321432143214,43
2,37,block1,243423111342,222222222222,25
2,37,block1,343243124211,333333333333,25
2,37,block1,321334244121,414141414141,41
2,37,block1,,,41
2,37,block2,231432113442,333333333333,25
2,37,block2,122433442113,444444444444,25
2,37,block2,311224214343,432143214321,41
2,37,block2,343243124211,232323232323,33
2,37,block2,,,33
