subjectID,block,seqID,itemID,button,relRT
3,training2,1,0,1,8.10623168945e-06
3,training2,1,0,1,0.600188970566
3,training2,2,0,4,1.00135803223e-05
3,training2,2,0,4,0.600133895874
3,training2,3,0,3,1.00135803223e-05
3,training2,3,0,1,0.600193023682
3,training2,4,0,2,9.05990600586e-06
3,training2,4,0,1,0.600127220154
3,training2,5,0,3,9.05990600586e-06
3,training2,5,0,2,0.600149869919
3,training2,6,0,2,9.05990600586e-06
3,training2,6,0,3,0.60014796257
3,training2,7,0,3,1.00135803223e-05
3,training2,7,0,4,0.600173950195
3,training2,8,0,4,6.91413879395e-06
3,training2,8,0,2,0.600167036057
3,training2,9,0,2,9.05990600586e-06
3,training2,9,0,4,0.600144147873
3,training2,10,0,1,9.05990600586e-06
3,training2,10,0,2,0.600214004517
3,training2,11,0,1,8.10623168945e-06
3,training2,11,0,3,0.600167036057
3,training2,12,0,1,9.05990600586e-06
3,training2,12,0,4,0.600159168243
3,training2,13,0,4,7.86781311035e-06
3,training2,13,0,3,0.600168943405
3,training2,14,0,3,9.05990600586e-06
3,training2,14,0,3,0.600167036057
3,training2,15,0,2,8.82148742676e-06
3,training2,15,0,2,0.600167989731
3,training2,16,0,4,2.00271606445e-05
3,training2,16,0,1,0.600177049637
3,block1,1,0,1,1.78813934326e-05
3,block1,1,0,3,0.600173950195
3,block1,1,0,2,1.20033192635
3,block1,1,0,1,1.80045795441
3,block1,1,0,4,2.40061402321
3,block1,1,0,3,3.0007379055
3,block1,1,0,2,3.60083007812
3,block1,1,0,4,4.20096492767
3,block1,1,0,1,4.80113601685
3,block1,1,0,3,5.40129303932
3,block1,1,0,2,6.00141692162
3,block1,1,0,4,6.60157299042
3,block1,2,0,1,9.05990600586e-06
3,block1,2,0,2,0.600173950195
3,block1,2,0,3,1.20029807091
3,block1,2,0,1,1.80042910576
3,block1,2,0,3,2.40055990219
3,block1,2,0,2,3.00066494942
3,block1,2,0,4,3.60079407692
3,block1,2,0,3,4.20092105865
3,block1,2,0,1,4.80105996132
3,block1,2,0,2,5.40118408203
3,block1,2,0,4,6.00133991241
3,block1,2,0,3,6.60146594048
3,block1,2,0,1,7.20158910751
3,block1,2,0,2,7.80170607567
3,block1,3,0,1,8.10623168945e-06
3,block1,3,0,1,0.600167989731
3,block1,3,0,2,1.20032405853
3,block1,3,0,3,1.80045104027
3,block1,3,0,4,2.4006061554
3,block1,3,0,1,3.0007610321
3,block1,3,0,2,3.60091900826
3,block1,3,0,3,4.20107603073
3,block1,3,0,4,4.80119895935
3,block1,3,0,1,5.40135502815
3,block1,3,0,2,6.00149297714
3,block1,3,0,3,6.60164809227
3,block1,3,0,4,7.20182394981
3,block1,3,0,1,7.80191802979
3,block1,3,0,2,8.40207910538
3,block1,3,0,3,9.0026781559
3,block1,3,0,4,9.60285615921
3,block1,4,0,1,1.00135803223e-05
3,block1,4,0,2,0.600169181824
3,block1,4,0,4,1.2003262043
3,block1,4,0,1,1.80048203468
3,block1,4,0,2,2.40064120293
3,block1,4,0,4,3.00079798698
3,block1,4,0,3,3.60092115402
3,block1,4,0,1,4.20106101036
3,block1,4,0,2,4.80124306679
3,block1,4,0,4,5.40139818192
3,block1,4,0,3,6.0015540123
3,block1,4,0,2,6.60172700882
3,block1,4,0,4,7.20186805725
3,block1,5,0,1,1.00135803223e-05
3,block1,5,0,1,0.60014796257
3,block1,5,0,2,1.20032095909
3,block1,5,0,4,1.80048394203
3,block1,5,0,3,2.40062689781
3,block1,5,0,1,3.00080895424
3,block1,5,0,2,3.60096406937
3,block1,5,0,4,4.20109009743
3,block1,5,0,3,4.80126190186
3,block1,5,0,1,5.40139198303
3,block1,5,0,1,6.001527071
3,block1,6,0,3,9.05990600586e-06
3,block1,6,0,2,0.600164890289
3,block1,6,0,4,1.20032310486
3,block1,6,0,1,1.80042600632
3,block1,6,0,3,2.40060806274
3,block1,6,0,2,3.00076603889
3,block1,6,0,4,3.6009209156
3,block1,6,0,1,4.20108890533
3,block1,6,0,2,4.80120110512
3,block1,6,0,4,5.4013710022
3,block1,6,0,3,6.00146603584
3,block1,6,0,1,6.60162711143
3,block1,6,0,4,7.20174789429
3,block1,6,0,2,7.80187797546
3,block1,7,0,4,7.86781311035e-06
3,block1,7,0,4,0.600167036057
3,block1,7,0,1,1.20032596588
3,block1,7,0,4,1.8004488945
3,block1,7,0,2,2.4005408287
3,block1,7,0,3,3.00067901611
3,block1,7,0,1,3.60078382492
3,block1,7,0,4,4.200922966
3,block1,7,0,2,4.80104589462
3,block1,7,0,1,5.40117001534
3,block1,7,0,4,6.00129199028
3,block1,7,0,1,6.60141301155
3,block1,7,0,2,7.20157289505
3,block1,8,0,4,1.00135803223e-05
3,block1,8,0,2,0.600123167038
3,block1,8,0,3,1.20027804375
3,block1,8,0,3,1.80043506622
3,block1,8,0,1,2.40055918694
3,block1,8,0,4,3.00065112114
3,block1,8,0,2,3.60081100464
3,block1,8,0,4,4.20099806786
3,block1,9,0,1,9.05990600586e-06
3,block1,9,0,2,0.600166082382
3,block1,9,0,3,1.20032310486
3,block1,9,0,4,1.80048012733
3,block1,9,0,3,2.40064120293
3,block1,9,0,1,3.00079917908
3,block1,9,0,2,3.60095500946
3,block1,9,0,4,4.20111703873
3,block1,9,0,2,4.80129909515
3,block1,10,0,2,9.05990600586e-06
3,block1,10,0,3,0.600680112839
3,block1,10,0,3,1.20080900192
3,block1,10,0,2,1.8009660244
3,block1,10,0,4,2.4011220932
3,block1,10,0,4,3.00127792358
3,block1,10,0,1,3.6014521122
3,block1,10,0,3,4.20159602165
3,block1,10,0,2,4.80171394348
3,block1,10,0,2,5.40181994438
3,block1,10,0,1,6.00197505951
3,block1,10,0,4,6.60214209557
3,block1,10,0,3,7.20229792595
3,block1,11,0,2,7.86781311035e-06
3,block1,11,0,3,0.60013794899
3,block1,11,0,3,1.20029783249
3,block1,11,0,4,1.80045485497
3,block1,11,0,3,2.40054702759
3,block1,11,0,3,3.00066900253
3,block1,11,0,4,3.60082602501
3,block1,11,0,2,4.20097994804
3,block1,11,0,1,4.80110383034
3,block1,12,0,1,8.82148742676e-06
3,block1,12,0,1,0.600168943405
3,block1,12,0,3,1.20032787323
3,block1,12,0,1,1.80050086975
3,block1,12,0,4,2.40065789223
3,block1,12,0,1,3.00078701973
3,block1,12,0,2,3.60091090202
3,block1,12,0,4,4.20103287697
3,block1,12,0,3,4.80118989944
3,block1,12,0,1,5.40134692192
3,block1,12,0,3,6.00147080421
3,block1,12,0,2,6.60164284706
3,block1,12,0,4,7.2017698288
3,block1,12,0,1,7.80193781853
3,block1,12,0,3,8.40206193924
3,block1,12,0,2,9.00222086906
3,block1,12,0,4,9.60237789154
3,block1,13,0,1,1.90734863281e-05
3,block1,13,0,3,0.600143194199
3,block1,13,0,2,1.20030021667
3,block1,13,0,4,1.80045819283
3,block1,13,0,1,2.40061211586
3,block1,13,0,3,3.00076818466
3,block1,13,0,2,3.60092616081
3,block1,13,0,1,4.20105004311
3,block1,14,0,4,9.05990600586e-06
3,block1,14,0,1,0.600591897964
3,block1,14,0,2,1.20074987411
3,block1,14,0,4,1.8008658886
3,block1,14,0,3,2.4010219574
3,block1,14,0,1,3.00118207932
3,block1,14,0,2,3.60134005547
3,block1,14,0,4,4.20149707794
3,block1,14,0,2,4.80165600777
3,block1,14,0,1,5.40181303024
3,block1,14,0,3,6.00199007988
3,block1,15,0,1,1.00135803223e-05
3,block1,15,0,2,0.600173950195
3,block1,15,0,2,1.20068693161
3,block1,15,0,3,1.80120205879
3,block1,15,0,1,2.40134596825
3,block1,15,0,2,3.00160503387
3,block1,15,0,3,3.60170507431
3,block1,15,0,1,4.20186591148
3,block1,15,0,2,4.80202794075
3,block1,15,0,4,5.40220594406
3,block1,15,0,3,6.00236201286
3,block1,15,0,1,6.60246896744
3,block1,15,0,2,7.20262598991
3,block1,15,0,4,7.80278706551
3,block1,15,0,3,8.40294408798
3,block1,15,0,1,9.00308609009
3,block1,15,0,2,9.60323095322
3,block1,15,0,4,10.2033920288
3,block1,15,0,1,10.8035230637
3,block1,15,0,3,11.4036149979
3,block1,16,0,1,1.00135803223e-05
3,block1,16,0,2,0.600136041641
3,block1,16,0,2,1.20026493073
3,block1,16,0,4,1.800385952
3,block1,16,0,3,2.40054392815
3,block1,16,0,1,3.00070309639
3,block1,16,0,3,3.60084414482
3,block1,16,0,2,4.20098400116
3,block1,16,0,4,4.80114006996
3,block1,16,0,1,5.40129613876
3,block1,17,0,2,1.00135803223e-05
3,block1,17,0,4,0.600136995316
3,block1,17,0,1,1.20026302338
3,block1,17,0,2,1.80039405823
3,block1,17,0,3,2.40053606033
3,block1,17,0,4,3.00069212914
3,block1,17,0,1,3.60086798668
3,block1,17,0,2,4.20102405548
3,block1,17,0,4,4.8011469841
3,block1,17,0,2,5.40130496025
3,block1,17,0,1,6.00142812729
3,block1,17,0,2,6.60151910782
3,block1,17,0,3,7.20164704323
3,block1,17,0,4,7.80173897743
3,block1,18,0,1,1.00135803223e-05
3,block1,18,0,2,0.600141048431
3,block1,18,0,3,1.20029807091
3,block1,18,0,4,1.80048012733
3,block1,18,0,4,2.40060901642
3,block1,18,0,1,3.00076699257
3,block1,18,0,2,3.60089015961
3,block1,18,0,3,4.20101213455
3,block1,18,0,4,4.80117511749
3,block1,18,0,1,5.40133714676
3,block1,19,0,3,9.05990600586e-06
3,block1,19,0,3,0.600139141083
3,block1,19,0,4,1.20029520988
3,block1,19,0,1,1.80045199394
3,block1,19,0,3,2.40060901642
3,block1,19,0,2,3.00076818466
3,block1,19,0,3,3.60090708733
3,block1,19,0,4,4.20105409622
3,block1,19,0,3,4.80116319656
3,block1,19,0,1,5.40132021904
3,block1,19,0,3,6.0014770031
3,block1,19,0,4,6.6016330719
3,block1,19,0,3,7.20178818703
3,block1,19,0,4,7.80198121071
3,block1,19,0,3,8.40210413933
3,block1,19,0,1,9.00221419334
3,block1,19,0,2,9.6023850441
3,block1,20,0,1,1.00135803223e-05
3,block1,20,0,1,0.600168943405
3,block1,20,0,4,1.20027399063
3,block1,20,0,2,1.80040311813
3,block1,20,0,2,2.40056490898
3,block1,20,0,1,3.00072097778
3,block1,20,0,4,3.60087895393
3,block1,20,0,3,4.2010269165
3,block1,20,0,3,4.8011469841
3,block1,20,0,4,5.40132498741
3,block1,20,0,1,6.00148200989
3,block1,21,0,3,1.09672546387e-05
3,block1,21,0,4,0.600141048431
3,block1,21,0,1,1.20034098625
3,block1,21,0,1,1.8005259037
3,block1,21,0,2,2.40059494972
3,block1,21,0,3,3.00071787834
3,block1,21,0,4,3.60081005096
3,block1,21,0,2,4.2009909153
3,block1,21,0,1,4.80118393898
3,block1,22,0,3,1.09672546387e-05
3,block1,22,0,1,0.600172996521
3,block1,22,0,2,1.20030212402
3,block1,22,0,4,1.80046606064
3,block1,22,0,3,2.40062904358
3,block1,22,0,1,3.00080513954
3,block1,22,0,2,3.60096406937
3,block1,22,0,3,4.20114803314
3,block1,22,0,4,4.80127596855
3,block1,22,0,1,5.40144014359
3,block1,22,0,2,6.00162601471
3,block1,22,0,1,6.60171699524
3,block1,22,0,4,7.20185709
3,block1,22,0,1,7.80198001862
3,block1,22,0,3,8.40207219124
3,block1,22,0,1,9.0022521019
3,block1,23,0,1,7.86781311035e-06
3,block1,23,0,2,0.600176811218
3,block1,23,0,3,1.20030283928
3,block1,23,0,4,1.8004629612
3,block1,23,0,1,2.40062594414
3,block1,23,0,3,3.00078701973
3,block1,23,0,3,3.60094881058
3,block1,23,0,1,4.20110988617
3,block1,23,0,2,4.80126786232
3,block1,23,0,3,5.40142703056
3,block1,23,0,4,6.00156092644
3,block1,24,0,4,1.19209289551e-05
3,block1,24,0,4,0.60018491745
3,block1,24,0,4,1.20034790039
3,block1,24,0,1,1.80051803589
3,block1,24,0,3,2.40064191818
3,block1,24,0,2,3.00080299377
3,block1,24,0,4,3.60092592239
3,block1,24,0,1,4.20108795166
3,block1,24,0,3,4.80126094818
3,block1,24,0,2,5.4014210701
3,block1,24,0,4,6.00158190727
3,block1,24,0,3,6.60167503357
3,block1,24,0,1,7.20183300972
3,block1,25,0,1,9.05990600586e-06
3,block1,25,0,2,0.600187063217
3,block1,25,0,3,1.20034408569
3,block1,25,0,4,1.80051803589
3,block1,25,0,1,2.40063500404
3,block1,25,0,1,3.00079202652
3,block1,25,0,4,3.60096120834
3,block1,25,0,2,4.20112299919
3,block1,25,0,3,4.80128002167
3,block1,26,0,3,8.10623168945e-06
3,block1,26,0,2,0.600148916245
3,block1,26,0,4,1.20030498505
3,block1,26,0,3,1.80048704147
3,block1,26,0,2,2.40064501762
3,block1,26,0,4,3.00080490112
3,block1,26,0,3,3.60096096992
3,block1,26,0,1,4.20111703873
3,block1,26,0,2,4.8014550209
3,block1,26,0,1,5.40161299706
3,block1,26,0,2,6.00173997879
3,block1,26,0,4,6.60189795494
3,block1,26,0,3,7.20205593109
3,block1,27,0,1,9.05990600586e-06
3,block1,27,0,2,0.600169897079
3,block1,27,0,4,1.20029211044
3,block1,27,0,4,1.80044794083
3,block1,27,0,1,2.40054297447
3,block1,27,0,3,3.0006980896
3,block1,27,0,2,3.60085511208
3,block1,27,0,4,4.20100092888
3,block1,27,0,4,4.80116295815
3,block1,27,0,1,5.40128898621
3,block1,27,0,3,6.00147199631
3,block1,27,0,2,6.6016330719
3,block1,27,0,4,7.20179510117
3,block1,27,0,3,7.80195498466
3,block1,28,0,1,1.00135803223e-05
3,block1,28,0,1,0.600167989731
3,block1,28,0,3,1.2003262043
