subjectID,block,seqID,itemID,button,relRT
7,training1,1,1,1,0.901030778885
7,training1,1,2,1,1.95284795761
7,training1,1,3,3,2.5647919178
7,training1,1,4,2,3.44982099533
7,training1,1,5,3,4.22891592979
7,training1,1,6,2,5.3048388958
7,training1,1,7,1,6.36662387848
7,training1,1,8,2,7.27323794365
7,training1,1,9,3,7.74952697754
7,training1,1,10,1,8.50783991814
7,training1,1,11,2,9.33478188515
7,training1,1,12,3,9.94768595695
7,training1,1,13,1,10.3872578144
7,training1,1,14,2,10.862254858
7,training1,1,15,3,11.139786005
7,training1,1,16,1,17.5185389519
7,training1,1,17,2,18.1063559055
7,training1,1,18,3,18.709913969
7,training2,1,1,2,1.03227210045
7,training2,2,1,1,0.502205848694
7,training2,3,1,3,0.261954069138
7,training2,4,1,1,0.00135612487793
7,training2,4,2,3,0.00264120101929
7,training2,4,3,1,1.47024703026
7,training2,4,4,3,1.84215116501
7,training2,4,1,1,2.44934606552
7,training2,4,2,2,2.83549022675
7,training2,4,1,3,3.44237208366
7,training2,4,1,1,47.4862730503
7,training2,4,2,3,48.5051660538
7,training2,4,3,2,48.9421720505
7,training2,4,1,3,49.5488810539
7,training2,4,1,1,50.6971571445
7,training2,4,2,3,51.4204630852
7,training2,4,3,1,52.553342104
7,training2,4,4,2,53.1566710472
7,training2,5,1,2,1.3537800312
7,training2,5,2,2,1.76743102074
7,training2,5,3,1,2.30159711838
7,training2,5,4,3,3.112169981
7,training2,6,1,3,0.691281080246
7,training2,6,2,1,1.37757205963
7,training2,6,1,3,2.8438680172
7,training2,6,2,2,3.36900401115
7,training2,6,3,3,3.94920396805
7,training2,6,4,1,4.508466959
7,training2,7,1,3,1.20872807503
7,training2,7,2,3,1.69380092621
7,training2,7,3,2,2.19503808022
7,training2,7,4,1,2.74500703812
7,training2,8,1,2,0.601790904999
7,training2,8,2,1,1.13574981689
7,training2,8,3,2,1.58813500404
7,training2,8,4,3,2.12148189545
7,training2,9,1,1,0.620440006256
7,training2,9,2,1,1.15352487564
7,training2,9,3,3,1.62874794006
7,training2,9,4,2,2.13036084175
7,block1,1,1,1,1.85138082504
7,block1,1,2,2,3.24180293083
7,block1,1,3,1,3.90263700485
7,block1,1,4,1,4.53190684319
7,block1,1,5,2,5.09505581856
7,block1,1,6,1,5.7233839035
7,block1,1,7,3,6.28714990616
7,block1,1,8,2,6.91636896133
7,block1,1,9,3,7.54523181915
7,block1,1,10,3,8.17460083961
7,block1,2,1,3,0.732968091965
7,block1,2,2,3,1.29441905022
7,block1,2,3,2,1.88938307762
7,block1,2,4,1,2.55164289474
7,block1,2,5,3,3.31345009804
7,block1,2,6,2,3.8772559166
7,block1,2,7,1,4.53656792641
7,block1,2,8,2,5.06695199013
7,block1,2,9,1,5.72685790062
7,block1,3,1,3,0.728980064392
7,block1,3,2,1,1.32556891441
7,block1,3,3,2,1.95322203636
7,block1,3,4,1,2.61393594742
7,block1,3,5,3,3.2090909481
7,block1,3,6,3,3.80522084236
7,block1,3,7,2,4.43333888054
7,block1,3,8,1,5.12765097618
7,block1,3,9,2,5.7236020565
7,block1,3,10,1,6.28538107872
7,block1,4,1,2,1.12716984749
7,block1,4,2,3,1.68898701668
7,block1,4,3,2,2.25199890137
7,block1,4,4,1,2.88304281235
7,block1,4,5,2,3.47841286659
7,block1,4,6,1,4.14203882217
7,block1,4,7,1,4.77184295654
7,block1,4,8,2,5.39954280853
7,block1,4,9,1,6.02796602249
7,block1,4,10,3,6.59405398369
7,block1,5,1,3,0.829380989075
7,block1,5,2,2,1.36027598381
7,block1,5,3,3,2.09396982193
7,block1,5,4,2,2.68865203857
7,block1,5,5,1,3.28334283829
7,block1,5,6,1,3.84583687782
7,block1,5,7,2,4.40851092339
7,block1,5,8,1,5.04188084602
7,block1,5,9,2,5.6685090065
7,block1,5,10,1,6.32960700989
7,block1,5,11,3,6.92402601242
7,block1,6,1,3,1.45932006836
7,block1,6,2,1,2.74798488617
7,block1,6,3,2,3.34669709206
7,block1,6,4,2,3.87646508217
7,block1,6,5,2,4.53705596924
7,block1,6,6,3,5.16560697556
7,block1,6,7,2,5.76100087166
7,block1,6,8,1,6.42191004753
7,block1,6,9,3,7.08455491066
7,block1,6,10,3,7.6794230938
7,block1,6,11,3,8.27640104294
7,block1,6,12,2,8.80529403687
7,block1,6,13,1,9.39926505089
7,block1,7,1,3,1.59114289284
7,block1,7,2,1,2.18780183792
7,block1,7,3,2,2.78401494026
7,block1,7,4,2,3.37986087799
7,block1,7,5,2,4.00967693329
7,block1,7,6,1,4.67078304291
7,block1,7,7,3,5.26554894447
7,block1,7,8,1,5.86045002937
7,block1,8,1,2,1.02812790871
7,block1,8,2,2,1.55646491051
7,block1,8,3,2,2.11818480492
7,block1,8,4,1,2.77853178978
7,block1,8,5,3,3.37412500381
7,block1,8,6,1,4.00264501572
7,block1,8,7,3,4.59661078453
7,block1,8,8,1,5.26132583618
7,block1,8,9,3,5.85546898842
7,block1,9,1,2,0.795717954636
7,block1,9,2,2,1.35777997971
7,block1,9,3,2,1.92038488388
7,block1,9,4,1,2.58118987083
7,block1,9,5,3,3.21416783333
7,block1,9,6,1,3.84266090393
7,block1,9,7,1,4.50674581528
7,block1,9,8,2,5.1346077919
7,block1,9,9,1,5.86304092407
7,block1,9,10,3,6.42598581314
7,block1,10,1,3,1.12780404091
7,block1,10,2,3,1.95403194427
7,block1,10,3,2,2.51670694351
7,block1,10,4,2,3.11644506454
7,block1,10,5,3,3.84634494781
7,block1,10,6,1,4.51093101501
7,block1,10,7,2,5.13965201378
7,block1,10,8,1,5.76686096191
7,block1,10,9,3,6.40064406395
7,block1,11,1,3,1.72218203545
7,block1,11,2,1,2.34870100021
7,block1,11,3,2,3.20979309082
7,block1,11,4,1,3.87259101868
7,block1,11,5,3,4.46700406075
7,block1,11,6,3,5.03078508377
7,block1,11,7,3,5.65826511383
7,block1,11,8,1,6.3514251709
7,block1,12,1,1,0.697322130203
7,block1,12,2,1,1.32698702812
7,block1,12,3,1,1.96172213554
7,block1,12,4,3,2.62787008286
7,block1,12,5,2,3.25722312927
7,block1,12,6,3,3.88631010056
7,block1,12,7,2,4.51677799225
7,block1,12,8,1,5.21608901024
7,block1,12,9,1,5.94681119919
7,block1,13,1,1,1.78608989716
7,block1,13,2,1,2.38210296631
7,block1,13,3,3,3.01275110245
7,block1,13,4,2,3.60865497589
7,block1,13,5,3,4.23767089844
7,block1,13,6,1,4.93125700951
7,block1,13,7,3,5.72682309151
7,block1,13,8,2,6.28838896751
7,block1,14,1,1,0.796334981918
7,block1,14,2,1,1.35919713974
7,block1,14,3,1,1.92138195038
7,block1,14,4,3,2.45119810104
7,block1,14,5,2,3.04872202873
7,block1,14,6,3,3.6431760788
7,block1,14,7,2,4.271048069
7,block1,14,8,3,4.90296506882
7,block1,14,9,1,5.4668431282
7,block1,15,1,1,0.531075000763
7,block1,15,2,1,1.15799999237
7,block1,15,3,2,1.68657898903
7,block1,15,4,2,2.35151791573
7,block1,15,5,3,2.97951984406
7,block1,15,6,1,3.64227485657
7,block1,15,7,3,4.23814797401
7,block1,15,8,1,4.86754393578
7,block1,15,9,2,5.59416294098
7,block1,16,1,2,1.09315395355
7,block1,16,2,2,1.65484595299
7,block1,16,3,3,2.28179693222
7,block1,16,4,1,2.81001591682
7,block1,16,5,3,3.5378139019
7,block1,16,6,2,4.10056090355
7,block1,16,7,1,4.99579191208
7,block1,16,8,1,5.59128499031
7,block1,16,9,3,6.18559479713
7,block1,16,10,2,6.68104696274
