subjectID,block,seqID,itemID,button,relRT
8,training2,1,0,2,4.00543212891e-05
8,training2,2,0,1,3.00407409668e-05
8,training2,3,0,3,2.50339508057e-05
8,training2,4,0,1,2.50339508057e-05
8,training2,4,0,3,0.600214958191
8,training2,4,0,1,1.20037198067
8,training2,4,0,2,1.80059194565
8,training2,1,0,2,2.50339508057e-05
8,training2,2,0,1,2.59876251221e-05
8,training2,3,0,3,2.50339508057e-05
8,training2,4,0,1,2.50339508057e-05
8,training2,4,0,3,0.600245952606
8,training2,4,0,1,1.20042109489
8,training2,4,0,2,1.80061507225
8,block1,1,0,1,2.50339508057e-05
8,block1,1,0,1,0.600210189819
8,block1,1,0,2,1.20042014122
8,block1,1,0,2,1.80061602592
8,block1,1,0,1,2.40082502365
8,block1,1,0,2,3.00103616714
8,block1,1,0,3,3.60124206543
8,block1,1,0,3,4.20142221451
8,block1,1,0,3,4.80164909363
8,block1,2,0,1,2.38418579102e-05
8,block1,2,0,1,0.600240945816
8,block1,2,0,2,1.20042300224
8,block1,2,0,3,1.80063486099
8,block1,2,0,3,2.40085291862
8,block1,2,0,2,3.00106501579
8,block1,2,0,3,3.6012609005
8,block1,2,0,2,4.20144987106
8,block1,2,0,1,4.80162596703
8,block1,3,0,2,2.38418579102e-05
8,block1,3,0,2,0.600243806839
8,block1,3,0,2,1.20041179657
8,block1,3,0,1,1.80060386658
8,block1,3,0,3,2.40079498291
8,block1,3,0,1,3.00101184845
8,block1,3,0,3,3.60118293762
8,block1,3,0,1,4.201390028
8,block1,3,0,3,4.80161380768
8,block1,4,0,3,2.50339508057e-05
8,block1,4,0,3,0.600252151489
8,block1,4,0,3,1.20047616959
8,block1,4,0,2,1.80065608025
8,block1,4,0,2,2.40088009834
8,block1,4,0,1,3.00108408928
8,block1,4,0,1,3.6012711525
8,block1,4,0,1,4.2014670372
8,block1,4,0,2,4.80163502693
8,block1,5,0,1,2.59876251221e-05
8,block1,5,0,3,0.600265979767
8,block1,5,0,3,1.20047879219
8,block1,5,0,3,1.80069088936
8,block1,5,0,2,2.4009039402
8,block1,5,0,2,3.00111293793
8,block1,5,0,2,3.60132598877
8,block1,5,0,1,4.20146894455
8,block1,5,0,1,4.80162286758
8,block1,6,0,3,2.50339508057e-05
8,block1,6,0,1,0.600248098373
