4,3,training1,,1432,
4,3,training2,11,11,
4,3,training2,44,44,
4,3,training2,31,31,
4,3,training2,21,21,
4,3,training2,32,32,
4,3,training2,23,23,
4,3,training2,34,34,
4,3,training2,42,42,
4,3,training2,24,24,
4,3,training2,12,12,
4,3,training2,13,13,
4,3,training2,14,14,
4,3,training2,43,43,
4,3,training2,33,33,
4,3,training2,22,22,
4,3,training2,41,43,
4,3,training2,41,41,
4,3,block1,132143241324,1324132412431324,68
4,3,block1,12313243124312,12432431323432,64
4,3,block1,11234123412341234,4112341231,52
4,3,block1,1241243124324,3124312431243243,81
4,3,block1,11243124311,41124312434,72
4,3,block1,32413241243142,3431432324,50
4,3,block1,4414231421412,441323414324,61
4,3,block1,42331424,442314234,66
4,3,block1,123431242,12343124,88
4,3,block1,2332441322143,211344134321,46
4,3,block1,233433421,242134213441,50
4,3,block1,11314124313241324,411342434134,58
4,3,block1,13241321,132413241,88
4,3,block1,41243124213,41234123414,54
4,3,block1,12231231243124312413,41243124213324,44
4,3,block1,1224313241,41224312434,63
4,3,block1,24123412421234,2413241322431,50
4,3,block1,1234412341,123412341,90
4,3,block1,33413234313434312,331433143321423,47
4,3,block1,11422143341,1134211343,54
4,3,block1,341123421,11234231,66
4,3,block1,3124312341214131,23123413421,56
4,3,block1,12341331234,131234134213,50
4,3,block1,4441324132431,4443214321431,69
4,3,block1,123411423,1312344413,50
4,3,block1,3243243121243,3243243211421,69
4,3,block1,12441324413243,411243414343,50
4,3,block1,1134213141324,11243412434,46
4,3,block1,411341243124132,1132413244234,46
4,3,block1,132413241321324,132432431324,80
4,3,block2,132143241324,132431324,75
4,3,block2,233433421,21334133421,81
4,3,block2,4414231421412,44142314234,76
4,3,block2,1241243124324,13123412341321,50
4,3,block2,11234123412341234,11234123412341234,100
4,3,block2,1134213141324,11434123432441,50
4,3,block2,32413241243142,1234123411344,42
4,3,block2,11243124311,1134123413342,46
4,3,block2,123431242,12343124,88
4,3,block2,12441324413243,1244134412443,78
4,3,block2,41243124213,4124312431,81
4,3,block2,12313243124312,124312431224134,60
4,3,block2,24123412421234,2413412341,57
4,3,block2,13241321,132413243,77
4,3,block2,411341243124132,44314124314234,60
4,3,block2,1224313241,4113241341,50
4,3,block2,4441324132431,4441324132431,100
4,3,block2,132413241321324,1324132413413424,87
4,3,block2,341123421,341123412341,75
4,3,block2,12231231243124312413,124341341234341,50
4,3,block2,1234412341,123441234341,83
4,3,block2,11422143341,1142311341,72
4,3,block2,12341331234,123412311234,83
4,3,block2,11314124313241324,112411234341,47
4,3,block2,33413234313434312,4423143412,52
4,3,block2,3243243121243,32432441243,76
4,3,block2,123411423,12341123441243,64
4,3,block2,3124312341214131,3123412344121,62
4,3,block2,2332441322143,223412343322143,66
4,3,block2,42331424,42341244123,54
